text,true_label,predicted_label,prediction_confidence,match_count,total_score,pos_votes,neg_votes,neu_votes,invalid_votes,matched_terms
雖然很抱歉但還是離個題 hook那件外套是什麼啊? 之前看到朋友的朋友穿第一眼就覺得跟軍隊運動外套超像,neutral,positive,0.735387,6,0.735387,5,0,8,0,抱歉 | 還是 | 看到 | 第一 | 覺得 | 軍隊
一定會生子平安。,positive,positive,1.0,3,1.11858,3,0,3,0,一定會 | 生子 | 平安
最愛看美華美萍了,positive,positive,1.0,1,0.580109,1,0,0,0,最愛
"哈~臉書很盛行的時候~我因為不喜歡被身邊同學朋友關注~所以很少用臉書,當時後還被一個學校教授公然霸凌說:臉書朋友太少,不用臉書是不是山頂洞人??呵呵呵!超好笑的吧!",neutral,negative,0.623907,9,-0.623907,8,7,3,0,盛行 | 不喜歡 | 關注 | 很少 | 太少 | 不用 | 不是 | 呵呵 | 超好
之後該不會出一集歷史上的嬰兒食品,positive,negative,1.0,2,-0.278847,0,2,0,0,不會 | 歷史
連比手語的工作人員都很有律動感呢!,positive,neutral,1.0,1,0.0,0,0,4,0,手語
真的好棒,positive,neutral,0.0,0,0.0,0,0,0,0,
今天廣告特別多,negative,positive,0.75,2,0.313786,2,0,6,0,廣告 | 特別
中短髮使用捲髮器適合嗎,neutral,positive,1.0,3,1.02282,2,0,4,0,使用 | 捲髮 | 適合
"如果我是西方人, 我可能一輩子都不會去台灣旅行。 我會選泰國、菲律賓、印尼、越南。 台灣政府的觀光行銷缺乏「觀光島嶼」的形象, 「觀光島嶼」就是純淨的沙灘、廉價的異國美食、悠閑的生活步調。 而台灣官方的宣傳常常都是「中式傳統古蹟」、「山坡上的老街」、「中正紀念堂」, 這些都是台灣人對於旅遊的期望, 不是西方人對於觀光島嶼的想像 台灣官方必須掌握beach、nightlife、exotic 這三個重點去做國際行銷。 不要再主打古蹟和老街, 那些都遠比不上吳哥窟、惠安、清邁、烏布.....",negative,negative,0.704144,21,-0.704144,14,5,20,0,可能 | 不會 | 政府 | 缺乏 | 純淨 | 沙灘 | 廉價 | 宣傳 | 常常 | 都是 | 中式 | 紀念 | 都是 | 期望 | 不是 | 想像 | 必須 | 掌握 | 重點 | 不要 | 比不上
哈哈,positive,positive,1.0,1,0.07218,1,0,0,0,哈哈
這個企劃真的超級讚 好看好看! 同學都好自律 揮灑自由 做自己喜歡的事!,positive,positive,1.0,7,1.810964,13,0,7,0,超級 | 好看 | 好看 | 揮灑 | 自由 | 自己 | 喜歡
0:50 這是甚麼阿??? 13:22 我聽成2320台幣 18:15 哀~ 人多的地方垃圾就多 尤其是觀光客 亂丟垃圾根本不怕被抓到 因未來幾天就飛回國了 垃圾留在當地,negative,negative,0.363636,8,-0.267591,3,4,4,0,垃圾 | 尤其是 | 亂丟垃圾 | 根本 | 不怕 | 被抓 | 飛回 | 垃圾
謝謝你啦,neutral,positive,1.0,1,0.297482,6,0,0,0,謝謝
"工時沒有不見,因為工時都轉往亞洲勞工身上",neutral,negative,0.5,2,-0.317219,1,1,0,0,沒有 | 不見
好久沒有看到婷婭女神了祝妳生日快樂事事順心如意,positive,positive,0.767751,4,0.767751,7,0,5,0,沒有 | 看到 | 生日快樂 | 如意
"大部分認同也謝謝你實際參訪當地讓大家了解,但不認同寶傑的部分,酸機組人員可以,酸萬華不行,不要雙重標準好嗎。 然後大家群起攻擊中央政府,卻無視台北市府的無能也滿好笑的。 台客劇場根本無視你留言板的酸民不斷汙名化機組人員,那些只要飛出去工作就要被關14天,關上一年多卻被老鼠屎拖累跟著被一起罵的機組人員,就活該被說是破口,就活該被劉寶傑拿來當作攻擊中央政府的工具,一堆人嘴上說不能酸萬華然後轉頭罵機組人員,偽善也差不多就這樣而已。已退訂。",negative,negative,1.0,33,-2.059042,26,27,22,0,大部分 | 認同 | 謝謝 | 實際 | 了解 | 認同 | 可以 | 不行 | 不要 | 雙重標準 | 攻擊 | 政府 | 無視 | 無能 | 好笑 | 根本 | 無視 | 不斷 | 汙名化 | 只要 | 關上 | 拖累 | 活該 | 破口 | 活該 | 當作 | 攻擊 | 政府 | 不能 | 轉頭 | 偽善 | 不多 | 而已
So cool! 還幫按摩. 一個超棒的開始 感恩有這些好因緣助妳跟老謝,positive,positive,0.733778,3,0.733778,3,0,3,0,超棒 | 開始 | 感恩
謝謝你特地跑來找我嗚嗚,positive,positive,1.0,2,0.409135,7,0,0,0,謝謝 | 特地
謝謝你的祝福,positive,positive,1.0,2,0.547482,7,0,0,0,謝謝 | 祝福
好愛這支的高能量,positive,neutral,0.0,0,0.0,0,0,0,0,
我太開心 希望你可以拍出好多好看的畫面!,positive,positive,1.0,4,1.297199,8,0,2,0,開心 | 希望 | 可以 | 好看
所以你們就是 瑞典的社交悍匪,negative,neutral,0.0,0,0.0,0,0,0,0,
吧哈哈哈哈哈哈謝謝你!Joy不是我老公啦他是我死黨一起長大的!他媽媽是我乾媽,neutral,negative,0.666667,7,-0.513579,10,2,3,0,哈哈 | 哈哈 | 哈哈 | 謝謝 | 不是 | 長大 | 他媽媽
"很明顯喝了酒特別嗨,好好笑、好可愛~ 而且第二道開始手都有點不穩",positive,positive,1.0,7,1.784824,10,1,5,0,明顯 | 特別 | 好笑 | 可愛 | 開始 | 都有 | 不穩
"人的一生不見得能到北極嘗試這些體驗,你們幫我們完成了!",positive,positive,0.5,3,0.463027,3,1,2,0,不見得 | 嘗試 | 完成了
龍年快樂,positive,positive,1.0,1,0.661696,1,0,0,0,快樂
是阿 一樣的想法~ 怎麼會有人把不喜歡當作霸凌 這種扣帽子的方式 我好像在哪邊看過.....,negative,positive,0.583333,6,0.156143,3,2,7,0,一樣 | 怎麼會 | 不喜歡 | 當作 | 好像 | 看過
"祝福小象,一定會有一個可愛的小baby來跟你一起共同生活共同幸福",positive,positive,1.0,6,1.934583,6,0,0,0,祝福 | 一定會 | 可愛 | 共同 | 共同 | 幸福
"不要用這種影片去欺騙台灣民眾,你再看看下次他們還會再去撿垃圾嗎?他們把自己養蟑螂的宿舍整理乾淨就不錯了,如果不是這社團要求他們也決不會去。還有移工根本不接受跟台灣人一起工作他們很會說謊。把你們的善良用在台灣勞工跟學生身上,別再讓外勞欺騙台灣人。",negative,positive,0.495703,18,0.495703,14,14,12,0,不要 | 欺騙 | 民眾 | 還會 | 垃圾 | 自己 | 乾淨 | 不錯 | 不是 | 要求 | 決不會 | 還有 | 根本 | 不接受 | 很會 | 說謊 | 善良 | 欺騙
沒有特色食物?,negative,positive,1.0,2,0.090467,2,0,0,0,沒有 | 特色
謝謝!,positive,positive,1.0,1,0.297482,6,0,0,0,謝謝
看了Eric的影片 想起7年前竟然裸辭然後當背包客3個月 就是為了去南美 現在還有點遺憾沒去到巴西嘉年華 希望有天可以再回去 謝謝Eric讓我想起當年的出走,positive,negative,0.647059,9,-0.168413,11,4,2,0,竟然 | 是為了 | 還有 | 遺憾 | 沒去 | 希望 | 可以 | 謝謝 | 出走
恭喜發好運如,positive,positive,1.0,2,1.062931,2,0,0,0,恭喜 | 好運
"仲介的嘴,騙人的鬼",negative,negative,1.0,1,-0.271914,0,1,0,0,騙人
好愜意!!!,positive,positive,1.0,1,0.269441,5,0,0,0,愜意
DO粉嘴上很會說 那你怎麼沒加會員 笑死,neutral,positive,0.5,2,0.467464,3,0,3,0,很會 | 笑死
可以加賴交朋友嗎,neutral,positive,0.5,1,0.15518,2,0,2,0,可以
"妳好! 請問 有推薦、介紹(關於)動物,感人的電影嗎? 1.第七日的奇蹟! 2.生命奇蹟;小狐狸。 3.浪浪好朋友。 4.「台灣的」12夜;第2集! 感動的想哭哭啊! 感謝您!",neutral,positive,1.0,8,1.592511,19,0,4,0,推薦 | 介紹 | 感人 | 電影 | 奇蹟 | 奇蹟 | 感動 | 感謝
祝福你們!!!!!(邊看邊哭邊擤鼻涕),positive,positive,1.0,1,0.25,1,0,0,0,祝福
噴水不推薦的原因是沒有標價 價錢很不透明 一樣吃一餐的金額 去別家可以多點很多小菜,negative,positive,0.832941,7,0.832941,11,0,9,0,噴水 | 推薦 | 沒有 | 透明 | 一樣 | 可以 | 很多
這集也太好笑吧~Lena記性好差,positive,positive,1.0,1,0.287677,1,0,0,0,太好
"台南人一致覺得葡吉那個奶露麵包一定要冷藏,冰過的麵包體QQ的不會變硬,奶霜像冰淇淋又像乳瑪琳口感,比常溫好吃",neutral,positive,1.0,8,1.237507,8,1,12,0,一致 | 覺得 | 麵包 | 一定要 | 麵包 | 不會 | 常溫 | 好吃
越來越期待下一集!!!太好笑了啦,positive,positive,1.0,2,0.287677,2,0,0,0,期待 | 太好
很喜歡看日常的vlog 我也想嘗試看看獨旅,positive,positive,0.792778,3,0.792778,4,0,2,0,很喜歡 | 也想 | 嘗試
"甘草糖其实味道就像是中药毕竟甘草吃起来就是甘甘甜甜的,可能有些人不习惯 哈哈",neutral,positive,0.714286,5,0.603735,4,0,10,0,味道 | 甘甜 | 可能 | 有些 | 哈哈
謝謝我的最佳支持者啦~會多多發喔!,positive,positive,1.0,3,0.518865,8,0,0,0,謝謝 | 最佳 | 支持者
街景不好 沒有廣告管制的規定 美感教育有待加強,negative,positive,0.647059,8,0.425711,4,2,11,0,街景 | 不好 | 沒有 | 廣告 | 管制 | 規定 | 美感 | 有待加強
22:25 那邊該不會是某個被處死的哲學家吧,neutral,negative,1.0,1,-0.278847,0,1,0,0,不會
美萍那句你有這麼欠流量 也太好笑了吧 美萍金句+1,positive,positive,1.0,1,0.287677,1,0,0,0,太好
"還沒有看完先感謝教學,謝謝!",positive,positive,0.875,3,0.632388,7,1,0,0,還沒有 | 感謝 | 謝謝
澳門真的很酷~,positive,positive,1.0,1,0.0,1,0,0,0,很酷
"想問一下,在國外的時候遇到這樣看到亞洲面孔說“你好你好”然後自己笑起來的人是善意的還是? (17:26)",neutral,positive,0.810664,7,0.810664,5,0,13,2,想問 | 遇到 | 看到 | 自己 | 來的 | 善意 | 還是
"看到你適度的停下來調整腳步,真的很棒",positive,positive,0.872683,5,0.872683,4,0,8,0,看到 | 適度 | 停下 | 調整 | 很棒
恭禧祝福你們相知相惜幸福快樂開心每一天,positive,positive,1.0,4,1.795864,4,0,0,0,祝福 | 幸福 | 快樂 | 開心
留言刷一排 沒有j小姐就是爽,negative,negative,0.8,2,-0.092187,1,0,4,0,沒有 | 小姐
小阿姨要來啦,neutral,neutral,0.0,0,0.0,0,0,0,0,
看了快五分鐘才意識到今天是愚人節的我@@,negative,neutral,0.5,2,-0.004231,1,1,0,0,意識到 | 愚人
一定要狠狠幸福下去,positive,positive,0.729529,4,0.729529,3,0,4,0,一定要 | 狠狠 | 幸福 | 下去
"熱鬧歸熱鬧,但空氣污染、製造噪音、、、非常不該。",negative,negative,0.501833,7,-0.501833,4,3,3,0,熱鬧 | 熱鬧 | 污染 | 製造 | 噪音 | 非常 | 不該
Birdy 的毛披肩很溫暖 很對比 你穿好少,neutral,positive,0.4,2,0.347614,1,2,2,0,溫暖 | 對比
我怕他們會説到落淚,neutral,negative,1.0,1,-0.725,0,1,0,0,落淚
最林宣,positive,neutral,0.0,0,0.0,0,0,0,0,
嗚啊可惜,neutral,negative,1.0,1,-0.187586,0,1,0,0,可惜
沒吃過高雄的但台北的旭集真的很普通...,negative,positive,1.0,1,0.189068,1,0,0,0,過高
"生活多采多姿,健康平安",positive,positive,1.0,3,1.361497,3,0,0,0,多采多姿 | 健康 | 平安
女大18變哈哈哈哈,neutral,positive,1.0,2,0.14436,2,0,0,0,哈哈 | 哈哈
還有兩集,positive,positive,1.0,1,0.207814,1,0,0,0,還有
喜歡這系列 期待下集!!!,positive,positive,1.0,2,0.875,2,0,0,0,喜歡 | 期待
She is so beautiful~~~~~~~,positive,neutral,0.0,0,0.0,0,0,0,0,
23:56有67欸,neutral,neutral,0.0,0,0.0,0,0,0,0,
喜歡,positive,positive,1.0,1,0.875,1,0,0,0,喜歡
"上一集去巴西找Victor的影片裡,Victor有說全巴西最大的區域派對就是在Recife 但我覺得巴西嘉年華只有Eric一個人太孤單了 如果你當時有跟Victor說你想去巴西嘉年華的話,他建議你跟他在Recife過嘉年華可能會比較有趣,也有Victor和他最好的朋友陪你一起過嘉年華。 有伴熱鬧一點會比較有趣 但也只能等明年之後再去一次 Recife 了!",neutral,positive,1.0,13,2.364185,11,1,7,0,最大 | 派對 | 覺得 | 只有 | 孤單 | 建議 | 可能 | 有趣 | 也有 | 最好 | 熱鬧 | 有趣 | 只能
天啊!看到妹妹、媽媽跟奶奶那段好感人,positive,positive,0.818182,3,0.718225,2,0,9,0,看到 | 妹妹 | 好感
恭喜恭喜,positive,positive,1.0,2,1.3,2,0,0,0,恭喜 | 恭喜
"的確,該道歉的是該要道歉,不過有時候該嚴苛的時候嚴苛、能認同的還是要鼓掌。 說真的...做錯事能認真思考、公開反省的人不多,還有的人道歉文還是用抄的(笑),對於她們願意這麼認真的拍影片說明、並明白的指出錯誤點跟大家分享,是該給予正面的認定,與其說是加油,不如說是對她們認真的處理方式予以肯定。 :) 我也是她們從ST那時開始就一直在追蹤關注,一直到自創頻道和品牌,多少能理解這中間的辛苦其他人並不能完全感同身受,很多在影片之外的東西是大家看不到、體會不到的,長久以來努力建立的不該因為這次的事件而被否定,更何況我認為嚮導的責任還比較大,沒有在事前規劃時盡到身為專業嚮導的責任和義務;有時專家出包,跟隨者遭殃卻也遭受攻訐,這個換成是任何人都是一個委屈,畢竟自己可以搞清楚這些大小細節的話,那還要專家做啥? 還是覺得不要吝於給予鼓勵,人總是需要動力或認同去維持自己的言行,指出不對的地方、讚美該讚美的點,會讓事情往更好的方向發展,這對任何人都是一樣的。 至於商業考量....YT也是一份工作,不靠觀眾、不靠流量、不靠廠商和業配,難不成要靠觀眾抖內過生活做影片?不花一毛錢享受她們辛苦製作的影片、在她們犯錯時卻說道歉是為了觀眾、流量和廠商業配,這樣是不是有點不厚道?真要說天經地義...我們這些觀看影片的人付費觀看才是天經地義,要當免費仔,就不要說拿這些五四三來說嘴。 話說回來,我很認同雙C她們的用心和認真,她們的作品一直都讓看的人很輕鬆,品質也的確很好,如果這次的事件能讓她們往後更加小心謹慎,甚至讓368嚮導團隊更加專業,給個正面肯定也無妨~ :)",negative,positive,1.0,131,12.100717,151,34,116,1,的確 | 道歉 | 道歉 | 不過 | 嚴苛 | 嚴苛 | 認同 | 還是 | 鼓掌 | 做錯 | 認真 | 思考 | 公開 | 反省 | 不多 | 還有 | 人道 | 還是 | 願意 | 認真 | 說明 | 明白 | 指出 | 錯誤 | 分享 | 給予 | 正面 | 認定 | 加油 | 不如 | 認真 | 處理 | 予以 | 肯定 | 也是 | 開始 | 一直 | 追蹤 | 關注 | 一直 | 理解 | 辛苦 | 並不能 | 完全 | 感同身受 | 很多 | 東西 | 看不到 | 體會 | 不到 | 努力 | 建立 | 不該 | 否定 | 何況 | 認為 | 責任 | 較大 | 沒有 | 規劃 | 盡到 | 身為 | 專業 | 責任 | 義務 | 專家 | 遭殃 | 遭受 | 換成 | 都是 | 委屈 | 畢竟 | 自己 | 可以 | 清楚 | 細節 | 還要 | 專家 | 還是 | 覺得 | 不要 | 給予 | 鼓勵 | 總是 | 動力 | 認同 | 維持 | 自己 | 指出 | 不對 | 讚美 | 讚美 | 會讓 | 更好 | 發展 | 都是 | 一樣 | 考量 | 也是 | 觀眾 | 不成 | 觀眾 | 享受 | 辛苦 | 犯錯 | 卻說 | 道歉 | 是為了 | 觀眾 | 不是 | 不厚道 | 觀看 | 觀看 | 才是 | 免費 | 不要 | 認同 | 用心 | 認真 | 作品 | 一直 | 輕鬆 | 的確 | 很好 | 能讓 | 更加 | 小心謹慎 | 甚至 | 更加 | 專業 | 正面肯定
為什麼這麼害怕洋叫妳老婆?,positive,negative,0.8,2,-0.725,0,1,4,0,害怕 | 老婆
"其實我覺得您可能誤會影片中的論點 首先我們是在之前去過伊朗旅遊拍攝影片,您可以到前影片看一下人民生活狀態 的確很多人不戴但那是因為他們無形的抗爭,他們手上都會綁頭巾 如果遇到警察或是到重要場合 或是比較多人的地方 他們會立刻戴起來 而我們旅行中也被攔過 這部影片也有提到那段 然後當地人民討厭的是神權政府的打壓 和控制 這些也都是國外新聞都有播報 他們並沒有贊同別的國家攻打 而是無奈這或許是好事 但沒人知道",negative,positive,1.0,30,3.183356,24,13,25,0,其實 | 覺得 | 可能 | 誤會 | 首先 | 可以 | 的確 | 很多 | 無形 | 抗爭 | 都會 | 遇到 | 重要 | 較多 | 立刻 | 也有 | 討厭 | 政府 | 打壓 | 控制 | 都是 | 都有 | 並沒有 | 贊同 | 攻打 | 而是 | 無奈 | 是好 | 沒人 | 知道
謝謝你,positive,positive,1.0,1,0.297482,6,0,0,0,謝謝
恭喜!,positive,positive,1.0,1,0.65,1,0,0,0,恭喜
好噁心,negative,negative,1.0,1,-0.267935,0,1,0,0,噁心
本集笑點:10:52 哈哈哈哈哈哈 超像的,neutral,positive,1.0,3,0.21654,3,0,0,0,哈哈 | 哈哈 | 哈哈
"認真覺得還好,每人心目中都有好吃的土魠魚",neutral,positive,1.0,5,2.086276,13,0,0,0,認真 | 覺得 | 還好 | 都有 | 好吃
地铁超赞,positive,neutral,0.0,0,0.0,0,0,0,0,
"我想去模里西斯的康隆尼角玩~ 因為我很喜歡大海,想把全部的海上活動玩遍~ 真的是很棒的生日之旅~ Patrick生日快樂!!! 年齡不是問題,想做什麼做馬上去做",positive,positive,0.68452,9,0.68452,6,2,4,0,很喜歡 | 全部 | 真的是 | 很棒 | 生日 | 生日快樂 | 不是 | 問題 | 馬上
"30年前可能還沒eco fleece的存在,而現在很多品牌都有使用,反而因使用回收PET,而成了企業良心的公關行銷,如今的問題是:如何清除海洋裡漂浮的塑膠製品",neutral,positive,1.0,14,1.162401,9,3,11,0,可能 | 還沒 | 存在 | 很多 | 都有 | 使用 | 反而 | 使用 | 成了 | 良心 | 問題 | 清除 | 海洋 | 塑膠
不好看臺灣節目,negative,negative,1.0,1,-0.062219,0,1,0,0,不好
紐約 看完影片來查從紐約飛貝里斯的機票了! 一直以來感謝celine用影片帶給我們的美好! 看到海牛那段直接落淚了!,neutral,positive,1.0,7,1.221839,6,1,4,0,一直 | 感謝 | 帶給 | 美好 | 看到 | 直接 | 落淚
"0:49 認真回 動物性的食材我完全不想碰. 90%Vegan(Vegan或全素 我認為Vegan這個字會比較好一點),意思是說要躲10%的non-vegan避雷區, 結果蔓蔓說隨便點 根本很.... 哈哈哈 4:23 綠綠的那條很像長壽麵",negative,positive,1.0,10,1.351372,13,2,5,0,認真 | 完全 | 不想 | 認為 | 比較好 | 隨便 | 根本 | 哈哈 | 很像 | 壽麵
英航真的超幹那個飛機餐聞到就想吐,negative,neutral,0.0,0,0.0,0,0,0,0,
"自由行去瑞士真心不推薦去少女峰,浪費錢浪費時間,只因為比較有名而已,有太多太多好看好玩的山峰可以去玩",negative,positive,1.0,10,1.481621,19,3,2,0,自由 | 真心 | 推薦 | 浪費 | 浪費時間 | 有名 | 而已 | 好看 | 好玩 | 可以
真的太愛林宣的獨旅Vlog了 旁白語調 後製剪輯配樂 都太舒服了 下次想去的歐洲國家是 波蘭 跟 義大利 兩個充滿了歷史 音樂 跟文藝 的國家 尤其波蘭 一直想去看看蕭邦的故鄉 (然後PS 煙蔥捲真的會以為是鹹食啦 哈哈哈 ),positive,positive,1.0,9,1.67625,7,1,4,0,旁白 | 舒服 | 充滿 | 歷史 | 音樂 | 尤其 | 一直 | 會以 | 哈哈
"Volvo 汽車早就賣給中資了 ,現在都在中國生產,已不是瑞典國寶車了!",neutral,negative,0.666667,3,-0.508303,2,1,0,0,都在 | 生產 | 不是
"这应该是我看过最好的一起旅游博主的节目!非常棒!起承转合,有生活接地气!",positive,positive,1.0,2,0.614157,2,0,0,0,最好 | 非常
"相對稅金物價也很高,剩下也沒多少",neutral,positive,0.5,2,0.368959,1,1,0,0,相對 | 很高
噢噢你們結婚了嗎?被甜到了,neutral,neutral,0.0,0,0.0,0,0,0,0,
真的好辛苦 孕媽咪真的要好有耐心 而且要足夠的愛小孩,neutral,positive,1.0,3,0.778236,6,0,0,0,辛苦 | 耐心 | 足夠
"@LenaPatrickTaiwan 常見樹種如 椴樹、楓樹、倫敦梧桐、、 限制體型、獨特美感、延長壽命、 春天結節處會長出茂密綠葉,形成非常整齊緊湊的樹冠",neutral,positive,1.0,10,2.196738,8,1,7,0,常見 | 限制 | 獨特 | 美感 | 延長 | 春天 | 形成 | 非常 | 整齊 | 樹冠
5:35 可是料理影片也別有一番風味 至少可以看得出來鼻有好好吃飯,positive,positive,0.5625,6,0.487819,9,1,6,0,可是 | 別有 | 至少 | 可以 | 看得出來 | 好吃
謝謝分享很棒喔!,positive,positive,1.0,3,0.420502,8,0,0,0,謝謝 | 分享 | 很棒
"雖然是屁話,但卻是最實際的:夠有錢的話,做什麼都可以...",positive,positive,0.75,5,0.419809,6,2,0,0,屁話 | 卻是 | 最實際 | 有錢 | 都可以
"再敲碗Celine 拍南美洲那時候的行李如何打包和如和小心安全,好想聽你分享旅行的各種經驗啊",positive,positive,0.555556,6,0.20348,5,1,3,0,打包 | 小心 | 安全 | 好想 | 分享 | 經驗
"喜歡你是基督徒!堅持著信仰 願主帶領你更好的道路 祝福您神與你同在,保守你們一家",positive,positive,1.0,6,1.295961,6,3,4,0,喜歡 | 堅持 | 帶領 | 更好 | 祝福 | 保守
台商賺多少人民幣匯回台灣創造多少稅收與公共建設。養活多少工公務員。,neutral,positive,0.616729,4,0.616729,6,0,5,0,創造 | 公共 | 建設 | 養活
@JH-kv8mt大概怕你的頭油污染水吧!不好意思喔!,negative,negative,0.79419,3,-0.79419,1,2,0,0,大概 | 污染 | 不好意思
老公好帥。,positive,neutral,0.0,0,0.0,0,0,0,0,
"但我覺得可以成功有很大的一部分是你們聽得懂英文,如果聽不懂英文的人就算對方回應還是不知道在幹嘛",negative,positive,0.990683,7,0.990683,5,2,3,0,覺得 | 可以成功 | 很大 | 不懂 | 回應 | 還是 | 不知道
贊贊贊!,positive,neutral,0.0,0,0.0,0,0,0,0,
菜色很好 體驗一下大老闆有錢人的生活也不錯,positive,positive,0.833333,3,0.446084,5,1,0,0,很好 | 有錢 | 也不
早就過度開發...,negative,neutral,0.5,2,-0.041935,1,1,0,0,過度 | 開發
恭喜,positive,positive,1.0,1,0.65,1,0,0,0,恭喜
接廣了?,neutral,neutral,0.0,0,0.0,0,0,0,0,
謝謝你們的分享,positive,positive,1.0,2,0.365441,7,0,0,0,謝謝 | 分享
太危險了 安全第一,negative,positive,1.0,3,0.004001,3,0,0,0,危險 | 安全 | 第一
並不是,neutral,negative,1.0,1,-0.253645,0,1,0,0,並不是
哈哈哈我穿了好多層超級熱,neutral,positive,1.0,2,0.139798,2,0,0,0,哈哈 | 超級
祝平安順利,positive,positive,1.0,2,0.809098,2,0,0,0,平安 | 順利
敲碗小阿姨上來,neutral,positive,1.0,1,0.055435,1,0,0,0,上來
想想剛拍第一部影片最初的樣子,positive,positive,1.0,1,0.004001,1,0,0,0,第一
不知所云,negative,negative,1.0,1,-0.020637,0,1,0,0,不知所云
覺得Hook做的料理越來越專業了,positive,positive,0.8,2,0.682916,4,0,1,0,覺得 | 專業
我看到也是皺一下眉 絕對是口誤啦哈哈,neutral,positive,0.5,4,0.166764,4,0,4,0,看到 | 也是 | 絕對 | 哈哈
是的 大家只想看美女和帥哥 XD,neutral,positive,1.0,1,0.126112,1,0,0,0,只想
"剪輯達到出神入化的一集,讓人感覺到YT影片還有持續進步的空間,希望更多人可以被推薦來看看",positive,positive,1.0,10,2.365462,20,0,7,0,達到 | 出神入化 | 感覺 | 還有 | 持續 | 進步 | 希望 | 更多 | 可以 | 推薦
J小姐是誰 請問有懶人包嗎,neutral,negative,0.555556,2,0.0,0,5,4,0,小姐 | 懶人
@郭至郁 謝謝小可愛!,positive,positive,1.0,2,0.958612,7,0,0,0,謝謝 | 可愛
學煮飯又可以學到好多台語,neutral,positive,0.5,1,0.15518,2,0,2,0,可以
Love uuuuuuu,positive,neutral,0.0,0,0.0,0,0,0,0,
最後那一幕轉折剩下自己坐在露營椅上 音樂配合重拍落下的結尾實在是搭配的太好了 讓人雞皮疙瘩,neutral,positive,0.421053,10,0.399793,8,4,7,0,最後 | 轉折 | 自己 | 音樂 | 配合 | 拍落 | 實在是 | 搭配 | 太好了 | 雞皮疙瘩
很舒服的空氣~,positive,positive,1.0,1,0.326906,1,0,0,0,舒服
你看影片有花錢嗎? 如果不業配這些YouTuber是要怎麼過活?還是你要給他們錢,negative,positive,1.0,1,0.1,1,0,0,0,還是
"忙完剛好有互鼻的影片看,好快樂",positive,positive,1.0,1,0.661696,1,0,0,0,快樂
每家都要吃爆!,positive,neutral,0.0,0,0.0,0,0,0,0,
越式洗頭的地點不對,neutral,negative,1.0,1,-0.557853,0,1,0,0,不對
這一集的書法轉場很有味道,positive,neutral,1.0,1,0.0,0,0,4,0,味道
"謝謝你的支持,我會繼續加油的",positive,positive,1.0,4,0.348134,9,0,0,0,謝謝 | 支持 | 繼續 | 加油
影片色系灰灰的很不真實,negative,negative,1.0,1,-0.28378,0,1,0,0,不真實
"Eric真的是我們臺語説的“瞎子不怕槍”,自己一個在里約拿著camera晃來晃去的。",neutral,positive,0.84417,3,0.84417,2,0,4,0,真的是 | 不怕 | 自己
"導演謝謝你的影片,不過這次字幕錯誤蠻多的,不知道是否是透過AI翻錄的?",negative,positive,0.571429,5,0.34518,8,1,5,0,謝謝 | 不過 | 錯誤 | 不知道 | 透過
"100座...問問看已經卸任的蔡小姐,還有現任的賴先生,該這麼處理前朝留下來的垃圾問題,無腦的支持者每次為了是不是統獨的問題,選擇了他,既然,當選了,麻煩請綠營的團隊,把這基本的垃圾問題處理吧!不要又是4年一過8年一過的,什麼事情都沒做!像,高雄治水問題,花了20年,還是一樣在淹水,!可悲",negative,negative,1.0,28,-1.919049,13,13,26,0,已經 | 卸任 | 小姐 | 還有 | 處理 | 留下來 | 垃圾 | 問題 | 支持者 | 為了 | 不是 | 統獨 | 問題 | 選擇 | 當選 | 麻煩 | 基本 | 垃圾 | 問題 | 處理 | 不要 | 又是 | 都沒 | 問題 | 還是 | 一樣 | 淹水 | 可悲
恭喜恭喜!!一起跪下好可愛一直幸福下去!!,positive,positive,1.0,6,2.684034,5,0,4,0,恭喜 | 恭喜 | 可愛 | 一直 | 幸福 | 下去
"Patrick 在糖果店裡的反應好好笑,這也算是某種「糖暈」了吧",neutral,negative,0.7,4,-0.266946,2,1,7,0,糖果 | 反應 | 好笑 | 算是
您好:請問有些功能是不是x2沒有呢?謝謝,neutral,negative,0.666667,4,-0.297825,8,1,3,0,有些 | 不是 | 沒有 | 謝謝
@millyyang1010豁然開朗~,neutral,positive,1.0,1,0.139385,1,0,0,0,豁然開朗
6:29說完別人自己馬上掉,neutral,positive,0.8,2,0.119565,1,0,4,0,自己 | 馬上
"我也第五年了,今年路上沒有遇到小象",positive,neutral,0.6,2,-0.047603,2,0,3,0,沒有 | 遇到
清冰真的是最好吃的冰棒!! 但是現在好少見了QQ,positive,positive,0.735,3,0.735,2,1,3,0,真的是 | 最好 | 少見
"我覺得拍日常影片更讓我們了解,旅遊youtober不是只有在玩,其實有很多工作要按計畫執行,這個影片更看出來你的專業喔",positive,positive,1.0,10,1.050937,14,1,4,0,覺得 | 了解 | 不是 | 只有 | 其實 | 很多 | 計畫 | 執行 | 看出 | 專業
好羨慕你可以跟海參威安妮去玩,positive,positive,0.666667,3,0.15518,3,0,6,0,羨慕 | 可以 | 海參
好有質感!,positive,neutral,0.0,0,0.0,0,0,0,0,
恭喜恭喜終於盼到這一天了,positive,positive,1.0,4,1.606855,4,0,0,0,恭喜 | 恭喜 | 終於 | 盼到
澳門在廣東裡面呀,neutral,neutral,0.0,0,0.0,0,0,0,0,
